2014-12-31 04:00:00,2014-12-31 05:00:00,2014-12-31 06:00:00,2014-12-31 07:00:00,2014-12-31 08:00:00,2014-12-31 09:00:00,2014-12-31 10:00:00,2014-12-31 11:00:00,2014-12-31 12:00:00,2014-12-31 13:00:00,2014-12-31 14:00:00,2014-12-31 15:00:00,2014-12-31 16:00:00,2014-12-31 17:00:00,2014-12-31 18:00:00,2014-12-31 19:00:00,2014-12-31 20:00:00,2014-12-31 21:00:00,2014-12-31 22:00:00,2014-12-31 23:00:00,2015-01-01 00:00:00,2015-01-01 01:00:00,2015-01-01 02:00:00,2015-01-01 03:00:00,2015-01-01 04:00:00,2015-01-01 05:00:00,2015-01-01 06:00:00,2015-01-01 07:00:00,2015-01-01 08:00:00,2015-01-01 09:00:00,2015-01-01 10:00:00,2015-01-01 11:00:00,2015-01-01 12:00:00,2015-01-01 13:00:00,2015-01-01 14:00:00,2015-01-01 15:00:00,2015-01-01 16:00:00,2015-01-01 17:00:00,2015-01-01 18:00:00,2015-01-01 19:00:00,2015-01-01 20:00:00,2015-01-01 21:00:00,2015-01-01 22:00:00,2015-01-01 23:00:00,2015-02-01 00:00:00,2015-02-01 01:00:00,2015-02-01 02:00:00,2015-02-01 03:00:00,LOCATION
0.044642857142857144,0.0,0.03571428571428571,0.0625,0.19642857142857142,0.5267857142857143,0.48214285714285715,0.29464285714285715,0.35714285714285715,0.49107142857142855,0.5803571428571429,0.44642857142857145,0.5,0.2857142857142857,0.39285714285714285,0.32142857142857145,0.4642857142857143,0.5625,0.36607142857142855,0.49107142857142855,0.7410714285714286,0.13392857142857142,0.13392857142857142,0.16071428571428573,0.017857142857142856,0.0,0.017857142857142856,0.0,0.044642857142857144,0.026785714285714284,0.1875,0.33035714285714285,0.42857142857142855,0.5982142857142857,0.5446428571428571,0.5535714285714286,0.8660714285714286,0.4642857142857143,0.9821428571428571,1.0,0.6607142857142857,0.6875,0.5178571428571429,0.4642857142857143,0.3482142857142857,0.25892857142857145,0.125,0.11607142857142858,Barking and Dagenham
0.3744075829383886,0.004739336492890996,0.0,0.037914691943127965,0.1848341232227488,0.16587677725118483,0.44075829383886256,0.5876777251184834,0.6255924170616114,0.5971563981042654,0.36018957345971564,0.4834123222748815,0.35545023696682465,0.4312796208530806,0.5023696682464455,0.46445497630331756,0.2796208530805687,0.24644549763033174,0.4597156398104265,0.36018957345971564,0.8056872037914692,0.36018957345971564,0.3744075829383886,0.23222748815165878,0.0995260663507109,0.16113744075829384,0.04739336492890995,0.07109004739336493,0.04739336492890995,0.0995260663507109,0.3175355450236967,0.2843601895734597,0.5687203791469194,0.7630331753554502,0.5165876777251185,0.6113744075829384,0.8056872037914692,0.5545023696682464,0.966824644549763,1.0,0.5781990521327014,0.933649289099526,0.6635071090047393,0.7298578199052133,0.4549763033175355,0.3222748815165877,0.22274881516587677,0.0947867298578199,Barnet
0.0,0.0,0.027586206896551724,0.041379310344827586,0.15862068965517243,0.4206896551724138,0.5793103448275863,0.5448275862068965,0.7448275862068966,0.4827586206896552,0.4206896551724138,0.4068965517241379,0.3793103448275862,0.3310344827586207,0.4,0.2620689655172414,0.2,0.2827586206896552,0.2,0.38620689655172413,0.6344827586206897,0.27586206896551724,0.1103448275862069,0.07586206896551724,0.12413793103448276,0.08275862068965517,0.0896551724137931,0.0,0.034482758620689655,0.2413793103448276,0.4206896551724138,0.47586206896551725,0.45517241379310347,0.5517241379310345,0.7241379310344828,0.5379310344827586,0.7517241379310344,0.6,1.0,0.9241379310344827,0.6068965517241379,0.9172413793103448,0.6551724137931034,0.8482758620689655,0.46206896551724136,0.4827586206896552,0.20689655172413793,0.04827586206896552,Bexley
0.059602649006622516,0.0,0.006622516556291391,0.0728476821192053,0.15894039735099338,0.15894039735099338,0.2251655629139073,0.2185430463576159,0.26490066225165565,0.2847682119205298,0.31788079470198677,0.3708609271523179,0.31788079470198677,0.37748344370860926,0.9470198675496688,0.31125827814569534,0.39072847682119205,0.4503311258278146,0.37748344370860926,0.5033112582781457,1.0,0.2582781456953642,0.3443708609271523,0.3576158940397351,0.09933774834437085,0.09933774834437085,0.046357615894039736,0.059602649006622516,0.046357615894039736,0.1986754966887417,0.2980132450331126,0.24503311258278146,0.32450331125827814,0.41721854304635764,0.543046357615894,0.5033112582781457,0.6754966887417219,0.33774834437086093,0.47019867549668876,0.45695364238410596,0.48344370860927155,0.6556291390728477,0.5033112582781457,0.48344370860927155,0.5629139072847682,0.44370860927152317,0.31125827814569534,0.12582781456953643,Brent
0.030120481927710843,0.018072289156626505,0.0,0.12048192771084337,0.12048192771084337,0.25301204819277107,0.3433734939759036,0.41566265060240964,0.35542168674698793,0.35542168674698793,0.463855421686747,0.5542168674698795,0.608433734939759,0.6024096385542169,0.3855421686746988,0.37349397590361444,0.4457831325301205,0.6686746987951807,0.46987951807228917,0.5481927710843374,0.9759036144578314,0.4578313253012048,0.27710843373493976,0.21686746987951808,0.05421686746987952,0.06626506024096386,0.06626506024096386,0.006024096385542169,0.0963855421686747,0.18072289156626506,0.3373493975903614,0.4036144578313253,0.6566265060240963,0.6204819277108434,0.6325301204819277,0.5903614457831325,0.8554216867469879,0.6265060240963856,1.0,0.8975903614457831,0.7048192771084337,0.8975903614457831,0.9698795180722891,0.6927710843373494,0.5,0.3313253012048193,0.060240963855421686,0.09036144578313253,Bromley
0.0,0.0,0.041666666666666664,0.10714285714285714,0.23809523809523808,0.44642857142857145,0.4642857142857143,0.7083333333333334,0.6428571428571429,0.7738095238095238,0.5952380952380952,0.6428571428571429,0.7083333333333334,0.7380952380952381,0.6428571428571429,0.6488095238095238,0.8273809523809523,0.6011904761904762,0.47619047619047616,0.9880952380952381,1.0,0.6845238095238095,0.5297619047619048,0.23809523809523808,0.1130952380952381,0.09523809523809523,0.10714285714285714,0.05357142857142857,0.16666666666666666,0.26785714285714285,0.4107142857142857,0.5714285714285714,0.7202380952380952,0.6607142857142857,0.5833333333333334,0.5476190476190477,0.8214285714285714,0.6904761904761905,0.8035714285714286,0.6666666666666666,0.6607142857142857,0.6488095238095238,0.6011904761904762,0.49404761904761907,0.5119047619047619,0.1488095238095238,0.13095238095238096,0.125,Camden
0.015625,0.0,0.09375,0.140625,0.5,0.515625,0.59375,0.8125,0.875,0.796875,0.703125,0.578125,0.546875,0.421875,0.296875,0.5,0.40625,0.453125,0.671875,0.734375,1.0,0.375,0.28125,0.0625,0.015625,0.078125,0.046875,0.0,0.0625,0.171875,0.046875,0.125,0.4375,0.34375,0.390625,0.578125,0.171875,0.328125,0.234375,0.203125,0.359375,0.125,0.265625,0.359375,0.03125,0.078125,0.03125,0.0,City of London
0.07804878048780488,0.014634146341463415,0.0,0.06341463414634146,0.13170731707317074,0.11219512195121951,0.28780487804878047,0.36585365853658536,0.4975609756097561,0.4585365853658537,0.6390243902439025,0.5219512195121951,0.4634146341463415,0.3463414634146341,0.36097560975609755,0.4146341463414634,0.2975609756097561,0.3170731707317073,0.36097560975609755,0.34146341463414637,0.7902439024390244,0.3902439024390244,0.18048780487804877,0.1073170731707317,0.08292682926829269,0.03414634146341464,0.00975609756097561,0.03902439024390244,0.07317073170731707,0.13658536585365855,0.22926829268292684,0.3951219512195122,0.3804878048780488,0.5365853658536586,0.7219512195121951,0.7853658536585366,0.7073170731707317,0.5073170731707317,0.6585365853658537,0.5365853658536586,0.7121951219512195,1.0,0.697560975609756,0.5804878048780487,0.2975609756097561,0.2780487804878049,0.0975609756097561,0.15609756097560976,Croydon
0.024390243902439025,0.04878048780487805,0.036585365853658534,0.08536585365853659,0.12804878048780488,0.17073170731707318,0.3475609756097561,0.39634146341463417,0.4634146341463415,0.2682926829268293,0.3475609756097561,0.3048780487804878,0.39634146341463417,0.5426829268292683,0.22560975609756098,0.34146341463414637,0.3475609756097561,0.36585365853658536,0.31097560975609756,0.5792682926829268,1.0,0.3231707317073171,0.38414634146341464,0.15853658536585366,0.06707317073170732,0.024390243902439025,0.0,0.042682926829268296,0.06097560975609756,0.17682926829268292,0.22560975609756098,0.3353658536585366,0.39634146341463417,0.4024390243902439,0.4695121951219512,0.35365853658536583,0.21951219512195122,0.4268292682926829,0.4878048780487805,0.5060975609756098,0.4573170731707317,0.47560975609756095,0.3231707317073171,0.3780487804878049,0.39634146341463417,0.13414634146341464,0.11585365853658537,0.08536585365853659,Ealing
0.1518987341772152,0.10548523206751055,0.0,0.046413502109704644,0.02109704641350211,0.0970464135021097,0.20675105485232068,0.12236286919831224,0.16877637130801687,0.18565400843881857,0.3291139240506329,0.25738396624472576,0.2616033755274262,0.2742616033755274,0.2489451476793249,0.2742616033755274,0.23628691983122363,0.12658227848101267,0.21518987341772153,0.2489451476793249,0.5021097046413502,0.3459915611814346,0.31645569620253167,0.21518987341772153,0.1940928270042194,0.0379746835443038,0.07172995780590717,0.004219409282700422,0.012658227848101266,0.0970464135021097,0.16033755274261605,0.3459915611814346,0.3459915611814346,0.5738396624472574,0.4345991561181435,0.3628691983122363,0.6160337552742616,0.35864978902953587,1.0,0.9156118143459916,0.4430379746835443,0.7130801687763713,0.6624472573839663,0.7721518987341772,0.6666666666666666,0.26582278481012656,0.23628691983122363,0.14345991561181434,Enfield
