Space,Row,One,datetime_to_nearest_hour,id,norm_count
1,3,1,2014-12-31 12:00:00,9,0.20512820512820512
1,3,1,2014-12-31 13:00:00,6,0.1282051282051282
1,3,1,2014-12-31 14:00:00,11,0.2564102564102564
1,3,1,2014-12-31 15:00:00,4,0.07692307692307693
1,3,1,2014-12-31 16:00:00,10,0.23076923076923078
1,3,1,2014-12-31 17:00:00,8,0.1794871794871795
1,3,1,2014-12-31 18:00:00,5,0.10256410256410256
1,3,1,2014-12-31 19:00:00,16,0.38461538461538464
1,3,1,2014-12-31 20:00:00,13,0.3076923076923077
1,3,1,2014-12-31 21:00:00,6,0.1282051282051282
1,3,1,2014-12-31 22:00:00,5,0.10256410256410256
1,3,1,2014-12-31 23:00:00,21,0.5128205128205128
1,3,1,2015-01-01 00:00:00,5,0.10256410256410256
1,3,1,2015-01-01 01:00:00,6,0.1282051282051282
1,3,1,2015-01-01 02:00:00,3,0.05128205128205128
1,3,1,2015-01-01 03:00:00,2,0.02564102564102564
1,3,1,2015-01-01 04:00:00,3,0.05128205128205128
1,3,1,2015-01-01 05:00:00,1,0.0
1,3,1,2015-01-01 08:00:00,10,0.23076923076923078
1,3,1,2015-01-01 10:00:00,6,0.1282051282051282
1,3,1,2015-01-01 11:00:00,2,0.02564102564102564
1,3,1,2015-01-01 12:00:00,10,0.23076923076923078
1,3,1,2015-01-01 13:00:00,6,0.1282051282051282
1,3,1,2015-01-01 14:00:00,6,0.1282051282051282
1,3,1,2015-01-01 15:00:00,7,0.15384615384615385
1,3,1,2015-01-01 16:00:00,17,0.41025641025641024
1,3,1,2015-01-01 17:00:00,12,0.28205128205128205
1,3,1,2015-01-01 18:00:00,16,0.38461538461538464
1,3,1,2015-01-01 19:00:00,40,1.0
1,3,1,2015-01-01 20:00:00,29,0.717948717948718
1,3,1,2015-01-01 21:00:00,16,0.38461538461538464
1,3,1,2015-01-01 22:00:00,11,0.2564102564102564
1,3,1,2015-01-01 23:00:00,20,0.48717948717948717
1,3,1,2015-02-01 00:00:00,6,0.1282051282051282
1,3,1,2015-02-01 01:00:00,1,0.0
1,3,1,2015-02-01 02:00:00,2,0.02564102564102564
1,3,1,2015-02-01 03:00:00,4,0.07692307692307693
1,4,1,2014-12-31 05:00:00,1,0.0
1,4,1,2014-12-31 08:00:00,1,0.0
1,4,1,2014-12-31 09:00:00,2,0.03225806451612903
1,4,1,2014-12-31 10:00:00,4,0.0967741935483871
1,4,1,2014-12-31 11:00:00,7,0.1935483870967742
1,4,1,2014-12-31 12:00:00,6,0.16129032258064516
1,4,1,2014-12-31 13:00:00,5,0.12903225806451613
1,4,1,2014-12-31 14:00:00,6,0.16129032258064516
1,4,1,2014-12-31 15:00:00,2,0.03225806451612903
1,4,1,2014-12-31 16:00:00,6,0.16129032258064516
1,4,1,2014-12-31 17:00:00,5,0.12903225806451613
1,4,1,2014-12-31 18:00:00,4,0.0967741935483871
1,4,1,2014-12-31 19:00:00,6,0.16129032258064516
1,4,1,2014-12-31 20:00:00,2,0.03225806451612903
1,4,1,2014-12-31 21:00:00,1,0.0
1,4,1,2014-12-31 22:00:00,7,0.1935483870967742
1,4,1,2014-12-31 23:00:00,13,0.3870967741935484
1,4,1,2015-01-01 00:00:00,18,0.5483870967741935
1,4,1,2015-01-01 01:00:00,6,0.16129032258064516
1,4,1,2015-01-01 02:00:00,6,0.16129032258064516
1,4,1,2015-01-01 03:00:00,21,0.6451612903225806
1,4,1,2015-01-01 04:00:00,2,0.03225806451612903
1,4,1,2015-01-01 05:00:00,3,0.06451612903225806
1,4,1,2015-01-01 06:00:00,5,0.12903225806451613
1,4,1,2015-01-01 08:00:00,2,0.03225806451612903
1,4,1,2015-01-01 09:00:00,1,0.0
1,4,1,2015-01-01 10:00:00,2,0.03225806451612903
1,4,1,2015-01-01 11:00:00,7,0.1935483870967742
1,4,1,2015-01-01 12:00:00,3,0.06451612903225806
1,4,1,2015-01-01 13:00:00,4,0.0967741935483871
1,4,1,2015-01-01 14:00:00,12,0.3548387096774194
1,4,1,2015-01-01 15:00:00,5,0.12903225806451613
1,4,1,2015-01-01 16:00:00,21,0.6451612903225806
1,4,1,2015-01-01 17:00:00,8,0.22580645161290322
1,4,1,2015-01-01 18:00:00,13,0.3870967741935484
1,4,1,2015-01-01 19:00:00,17,0.5161290322580645
1,4,1,2015-01-01 20:00:00,10,0.2903225806451613
1,4,1,2015-01-01 21:00:00,32,1.0
1,4,1,2015-01-01 22:00:00,12,0.3548387096774194
1,4,1,2015-01-01 23:00:00,4,0.0967741935483871
1,4,1,2015-02-01 00:00:00,3,0.06451612903225806
1,4,1,2015-02-01 01:00:00,2,0.03225806451612903
1,4,1,2015-02-01 02:00:00,1,0.0
1,5,1,2014-12-31 04:00:00,3,0.0392156862745098
1,5,1,2014-12-31 05:00:00,1,0.0
1,5,1,2014-12-31 06:00:00,4,0.058823529411764705
1,5,1,2014-12-31 07:00:00,4,0.058823529411764705
1,5,1,2014-12-31 08:00:00,9,0.1568627450980392
1,5,1,2014-12-31 09:00:00,11,0.19607843137254902
1,5,1,2014-12-31 10:00:00,9,0.1568627450980392
1,5,1,2014-12-31 11:00:00,28,0.5294117647058824
1,5,1,2014-12-31 12:00:00,43,0.8235294117647058
1,5,1,2014-12-31 13:00:00,26,0.49019607843137253
1,5,1,2014-12-31 14:00:00,22,0.4117647058823529
1,5,1,2014-12-31 15:00:00,37,0.7058823529411765
1,5,1,2014-12-31 16:00:00,21,0.39215686274509803
1,5,1,2014-12-31 17:00:00,22,0.4117647058823529
1,5,1,2014-12-31 18:00:00,19,0.35294117647058826
1,5,1,2014-12-31 19:00:00,21,0.39215686274509803
1,5,1,2014-12-31 20:00:00,12,0.21568627450980393
1,5,1,2014-12-31 21:00:00,17,0.3137254901960784
1,5,1,2014-12-31 22:00:00,24,0.45098039215686275
1,5,1,2014-12-31 23:00:00,29,0.5490196078431373
1,5,1,2015-01-01 00:00:00,43,0.8235294117647058
1,5,1,2015-01-01 01:00:00,10,0.17647058823529413
1,5,1,2015-01-01 02:00:00,7,0.11764705882352941
1,5,1,2015-01-01 03:00:00,2,0.0196078431372549
1,5,1,2015-01-01 08:00:00,1,0.0
1,5,1,2015-01-01 09:00:00,5,0.0784313725490196
1,5,1,2015-01-01 10:00:00,23,0.43137254901960786
1,5,1,2015-01-01 11:00:00,22,0.4117647058823529
1,5,1,2015-01-01 12:00:00,23,0.43137254901960786
1,5,1,2015-01-01 13:00:00,31,0.5882352941176471
1,5,1,2015-01-01 14:00:00,34,0.6470588235294118
1,5,1,2015-01-01 15:00:00,18,0.3333333333333333
1,5,1,2015-01-01 16:00:00,20,0.37254901960784315
1,5,1,2015-01-01 17:00:00,18,0.3333333333333333
1,5,1,2015-01-01 18:00:00,27,0.5098039215686274
1,5,1,2015-01-01 19:00:00,42,0.803921568627451
1,5,1,2015-01-01 20:00:00,24,0.45098039215686275
1,5,1,2015-01-01 21:00:00,52,1.0
1,5,1,2015-01-01 22:00:00,36,0.6862745098039216
1,5,1,2015-01-01 23:00:00,44,0.8431372549019608
1,5,1,2015-02-01 00:00:00,21,0.39215686274509803
1,5,1,2015-02-01 01:00:00,4,0.058823529411764705
1,5,1,2015-02-01 02:00:00,1,0.0
1,5,1,2015-02-01 03:00:00,2,0.0196078431372549
1,6,1,2014-12-31 04:00:00,2,0.0
1,6,1,2014-12-31 05:00:00,8,0.06451612903225806
1,6,1,2014-12-31 06:00:00,23,0.22580645161290322
1,6,1,2014-12-31 07:00:00,29,0.2903225806451613
1,6,1,2014-12-31 08:00:00,54,0.5591397849462365
1,6,1,2014-12-31 09:00:00,62,0.6451612903225806
1,6,1,2014-12-31 10:00:00,48,0.4946236559139785
1,6,1,2014-12-31 11:00:00,31,0.3118279569892473
1,6,1,2014-12-31 12:00:00,73,0.7634408602150538
1,6,1,2014-12-31 13:00:00,45,0.46236559139784944
1,6,1,2014-12-31 14:00:00,48,0.4946236559139785
1,6,1,2014-12-31 15:00:00,55,0.5698924731182796
1,6,1,2014-12-31 16:00:00,30,0.3010752688172043
1,6,1,2014-12-31 17:00:00,45,0.46236559139784944
1,6,1,2014-12-31 18:00:00,42,0.43010752688172044
1,6,1,2014-12-31 19:00:00,70,0.7311827956989247
1,6,1,2014-12-31 20:00:00,57,0.5913978494623656
1,6,1,2014-12-31 21:00:00,16,0.15053763440860216
1,6,1,2014-12-31 22:00:00,15,0.13978494623655913
1,6,1,2014-12-31 23:00:00,14,0.12903225806451613
1,6,1,2015-01-01 00:00:00,29,0.2903225806451613
1,6,1,2015-01-01 01:00:00,8,0.06451612903225806
1,6,1,2015-01-01 02:00:00,19,0.1827956989247312
1,6,1,2015-01-01 03:00:00,7,0.053763440860215055
1,6,1,2015-01-01 04:00:00,16,0.15053763440860216
1,6,1,2015-01-01 05:00:00,8,0.06451612903225806
1,6,1,2015-01-01 06:00:00,11,0.0967741935483871
1,6,1,2015-01-01 07:00:00,7,0.053763440860215055
1,6,1,2015-01-01 08:00:00,13,0.11827956989247312
1,6,1,2015-01-01 09:00:00,35,0.3548387096774194
1,6,1,2015-01-01 10:00:00,30,0.3010752688172043
1,6,1,2015-01-01 11:00:00,32,0.3225806451612903
1,6,1,2015-01-01 12:00:00,52,0.5376344086021505
1,6,1,2015-01-01 13:00:00,52,0.5376344086021505
1,6,1,2015-01-01 14:00:00,39,0.3978494623655914
1,6,1,2015-01-01 15:00:00,40,0.40860215053763443
1,6,1,2015-01-01 16:00:00,55,0.5698924731182796
1,6,1,2015-01-01 17:00:00,43,0.44086021505376344
1,6,1,2015-01-01 18:00:00,67,0.6989247311827957
1,6,1,2015-01-01 19:00:00,95,1.0
1,6,1,2015-01-01 20:00:00,68,0.7096774193548387
1,6,1,2015-01-01 21:00:00,58,0.6021505376344086
1,6,1,2015-01-01 22:00:00,44,0.45161290322580644
1,6,1,2015-01-01 23:00:00,37,0.3763440860215054
1,6,1,2015-02-01 00:00:00,46,0.4731182795698925
1,6,1,2015-02-01 01:00:00,33,0.3333333333333333
1,6,1,2015-02-01 02:00:00,52,0.5376344086021505
1,6,1,2015-02-01 03:00:00,13,0.11827956989247312
1,7,1,2014-12-31 04:00:00,1,0.0
1,7,1,2014-12-31 06:00:00,2,0.024390243902439025
1,7,1,2014-12-31 07:00:00,7,0.14634146341463414
1,7,1,2014-12-31 08:00:00,25,0.5853658536585366
1,7,1,2014-12-31 09:00:00,14,0.3170731707317073
1,7,1,2014-12-31 10:00:00,20,0.4634146341463415
1,7,1,2014-12-31 11:00:00,20,0.4634146341463415
1,7,1,2014-12-31 12:00:00,32,0.7560975609756098
1,7,1,2014-12-31 13:00:00,36,0.8536585365853658
1,7,1,2014-12-31 14:00:00,26,0.6097560975609756
1,7,1,2014-12-31 15:00:00,24,0.5609756097560976
1,7,1,2014-12-31 16:00:00,20,0.4634146341463415
1,7,1,2014-12-31 17:00:00,21,0.4878048780487805
1,7,1,2014-12-31 18:00:00,42,1.0
1,7,1,2014-12-31 19:00:00,28,0.6585365853658537
1,7,1,2014-12-31 20:00:00,15,0.34146341463414637
1,7,1,2014-12-31 21:00:00,11,0.24390243902439024
1,7,1,2014-12-31 22:00:00,18,0.4146341463414634
1,7,1,2014-12-31 23:00:00,11,0.24390243902439024
1,7,1,2015-01-01 00:00:00,31,0.7317073170731707
1,7,1,2015-01-01 01:00:00,15,0.34146341463414637
1,7,1,2015-01-01 02:00:00,12,0.2682926829268293
1,7,1,2015-01-01 03:00:00,3,0.04878048780487805
1,7,1,2015-01-01 04:00:00,2,0.024390243902439025
1,7,1,2015-01-01 05:00:00,6,0.12195121951219512
1,7,1,2015-01-01 06:00:00,6,0.12195121951219512
1,7,1,2015-01-01 07:00:00,3,0.04878048780487805
1,7,1,2015-01-01 08:00:00,8,0.17073170731707318
1,7,1,2015-01-01 09:00:00,18,0.4146341463414634
1,7,1,2015-01-01 10:00:00,16,0.36585365853658536
1,7,1,2015-01-01 11:00:00,21,0.4878048780487805
1,7,1,2015-01-01 12:00:00,26,0.6097560975609756
1,7,1,2015-01-01 13:00:00,17,0.3902439024390244
1,7,1,2015-01-01 14:00:00,10,0.21951219512195122
1,7,1,2015-01-01 15:00:00,9,0.1951219512195122
1,7,1,2015-01-01 16:00:00,16,0.36585365853658536
1,7,1,2015-01-01 17:00:00,31,0.7317073170731707
1,7,1,2015-01-01 18:00:00,34,0.8048780487804879
1,7,1,2015-01-01 19:00:00,25,0.5853658536585366
1,7,1,2015-01-01 20:00:00,22,0.5121951219512195
1,7,1,2015-01-01 21:00:00,25,0.5853658536585366
1,7,1,2015-01-01 22:00:00,15,0.34146341463414637
1,7,1,2015-01-01 23:00:00,13,0.2926829268292683
1,7,1,2015-02-01 00:00:00,6,0.12195121951219512
1,7,1,2015-02-01 01:00:00,4,0.07317073170731707
1,7,1,2015-02-01 02:00:00,3,0.04878048780487805
1,7,1,2015-02-01 03:00:00,1,0.0
1,8,1,2014-12-31 06:00:00,1,0.0
1,8,1,2014-12-31 08:00:00,1,0.0
1,8,1,2014-12-31 10:00:00,6,0.35714285714285715
1,8,1,2014-12-31 11:00:00,3,0.14285714285714285
1,8,1,2014-12-31 12:00:00,5,0.2857142857142857
1,8,1,2014-12-31 13:00:00,4,0.21428571428571427
1,8,1,2014-12-31 14:00:00,4,0.21428571428571427
1,8,1,2014-12-31 15:00:00,7,0.42857142857142855
1,8,1,2014-12-31 16:00:00,7,0.42857142857142855
1,8,1,2014-12-31 17:00:00,6,0.35714285714285715
1,8,1,2014-12-31 18:00:00,2,0.07142857142857142
1,8,1,2014-12-31 19:00:00,6,0.35714285714285715
1,8,1,2014-12-31 20:00:00,10,0.6428571428571429
1,8,1,2014-12-31 21:00:00,3,0.14285714285714285
1,8,1,2014-12-31 22:00:00,3,0.14285714285714285
1,8,1,2014-12-31 23:00:00,12,0.7857142857142857
1,8,1,2015-01-01 00:00:00,11,0.7142857142857143
1,8,1,2015-01-01 01:00:00,7,0.42857142857142855
1,8,1,2015-01-01 02:00:00,5,0.2857142857142857
1,8,1,2015-01-01 04:00:00,1,0.0
1,8,1,2015-01-01 05:00:00,1,0.0
1,8,1,2015-01-01 08:00:00,1,0.0
1,8,1,2015-01-01 09:00:00,2,0.07142857142857142
1,8,1,2015-01-01 10:00:00,2,0.07142857142857142
1,8,1,2015-01-01 12:00:00,9,0.5714285714285714
1,8,1,2015-01-01 13:00:00,11,0.7142857142857143
1,8,1,2015-01-01 14:00:00,15,1.0
1,8,1,2015-01-01 15:00:00,4,0.21428571428571427
1,8,1,2015-01-01 16:00:00,11,0.7142857142857143
1,8,1,2015-01-01 17:00:00,6,0.35714285714285715
1,8,1,2015-01-01 18:00:00,3,0.14285714285714285
1,8,1,2015-01-01 19:00:00,10,0.6428571428571429
1,8,1,2015-01-01 20:00:00,5,0.2857142857142857
1,8,1,2015-01-01 21:00:00,3,0.14285714285714285
1,8,1,2015-01-01 22:00:00,2,0.07142857142857142
1,8,1,2015-01-01 23:00:00,1,0.0
1,8,1,2015-02-01 00:00:00,6,0.35714285714285715
1,8,1,2015-02-01 01:00:00,1,0.0
1,9,1,2014-12-31 05:00:00,1,0.0
1,9,1,2014-12-31 06:00:00,1,0.0
1,9,1,2014-12-31 07:00:00,2,0.027777777777777776
1,9,1,2014-12-31 08:00:00,10,0.25
1,9,1,2014-12-31 09:00:00,2,0.027777777777777776
1,9,1,2014-12-31 10:00:00,13,0.3333333333333333
1,9,1,2014-12-31 11:00:00,14,0.3611111111111111
1,9,1,2014-12-31 12:00:00,23,0.6111111111111112
1,9,1,2014-12-31 13:00:00,18,0.4722222222222222
1,9,1,2014-12-31 14:00:00,12,0.3055555555555556
1,9,1,2014-12-31 15:00:00,12,0.3055555555555556
1,9,1,2014-12-31 16:00:00,22,0.5833333333333334
1,9,1,2014-12-31 17:00:00,17,0.4444444444444444
1,9,1,2014-12-31 18:00:00,19,0.5
1,9,1,2014-12-31 19:00:00,6,0.1388888888888889
1,9,1,2014-12-31 20:00:00,4,0.08333333333333333
1,9,1,2014-12-31 21:00:00,9,0.2222222222222222
1,9,1,2014-12-31 22:00:00,9,0.2222222222222222
1,9,1,2014-12-31 23:00:00,11,0.2777777777777778
1,9,1,2015-01-01 00:00:00,37,1.0
1,9,1,2015-01-01 01:00:00,10,0.25
1,9,1,2015-01-01 02:00:00,3,0.05555555555555555
1,9,1,2015-01-01 03:00:00,4,0.08333333333333333
1,9,1,2015-01-01 06:00:00,24,0.6388888888888888
1,9,1,2015-01-01 07:00:00,5,0.1111111111111111
1,9,1,2015-01-01 08:00:00,5,0.1111111111111111
1,9,1,2015-01-01 09:00:00,2,0.027777777777777776
1,9,1,2015-01-01 10:00:00,8,0.19444444444444445
1,9,1,2015-01-01 11:00:00,17,0.4444444444444444
1,9,1,2015-01-01 12:00:00,17,0.4444444444444444
1,9,1,2015-01-01 13:00:00,15,0.3888888888888889
1,9,1,2015-01-01 14:00:00,12,0.3055555555555556
1,9,1,2015-01-01 15:00:00,13,0.3333333333333333
1,9,1,2015-01-01 16:00:00,18,0.4722222222222222
1,9,1,2015-01-01 17:00:00,12,0.3055555555555556
1,9,1,2015-01-01 18:00:00,26,0.6944444444444444
1,9,1,2015-01-01 19:00:00,27,0.7222222222222222
1,9,1,2015-01-01 20:00:00,29,0.7777777777777778
1,9,1,2015-01-01 21:00:00,11,0.2777777777777778
1,9,1,2015-01-01 22:00:00,19,0.5
1,9,1,2015-01-01 23:00:00,16,0.4166666666666667
1,9,1,2015-02-01 00:00:00,13,0.3333333333333333
1,9,1,2015-02-01 01:00:00,8,0.19444444444444445
1,9,1,2015-02-01 02:00:00,6,0.1388888888888889
1,9,1,2015-02-01 03:00:00,3,0.05555555555555555
1,10,1,2014-12-31 09:00:00,1,0.0
1,10,1,2014-12-31 10:00:00,3,0.4
1,10,1,2014-12-31 12:00:00,4,0.6
1,10,1,2014-12-31 13:00:00,1,0.0
1,10,1,2014-12-31 15:00:00,3,0.4
1,10,1,2014-12-31 16:00:00,5,0.8
1,10,1,2014-12-31 17:00:00,2,0.2
1,10,1,2014-12-31 18:00:00,1,0.0
1,10,1,2014-12-31 19:00:00,3,0.4
1,10,1,2015-01-01 00:00:00,3,0.4
1,10,1,2015-01-01 01:00:00,1,0.0
1,10,1,2015-01-01 02:00:00,1,0.0
1,10,1,2015-01-01 10:00:00,1,0.0
1,10,1,2015-01-01 12:00:00,6,1.0
1,10,1,2015-01-01 14:00:00,2,0.2
1,10,1,2015-01-01 16:00:00,2,0.2
1,10,1,2015-01-01 17:00:00,2,0.2
1,10,1,2015-01-01 18:00:00,4,0.6
1,10,1,2015-01-01 20:00:00,4,0.6
1,10,1,2015-01-01 21:00:00,2,0.2
1,10,1,2015-01-01 22:00:00,4,0.6
1,10,1,2015-01-01 23:00:00,3,0.4
1,10,1,2015-02-01 01:00:00,1,0.0
1,10,1,2015-02-01 02:00:00,2,0.2
2,2,1,2014-12-31 04:00:00,2,0.012658227848101266
2,2,1,2014-12-31 05:00:00,2,0.012658227848101266
2,2,1,2014-12-31 06:00:00,4,0.0379746835443038
2,2,1,2014-12-31 07:00:00,2,0.012658227848101266
2,2,1,2014-12-31 08:00:00,14,0.16455696202531644
2,2,1,2014-12-31 09:00:00,16,0.189873417721519
2,2,1,2014-12-31 10:00:00,22,0.26582278481012656
2,2,1,2014-12-31 11:00:00,30,0.3670886075949367
2,2,1,2014-12-31 12:00:00,36,0.4430379746835443
2,2,1,2014-12-31 13:00:00,30,0.3670886075949367
2,2,1,2014-12-31 14:00:00,25,0.3037974683544304
2,2,1,2014-12-31 15:00:00,31,0.379746835443038
2,2,1,2014-12-31 16:00:00,31,0.379746835443038
2,2,1,2014-12-31 17:00:00,26,0.31645569620253167
2,2,1,2014-12-31 18:00:00,20,0.24050632911392406
2,2,1,2014-12-31 19:00:00,17,0.20253164556962025
2,2,1,2014-12-31 20:00:00,20,0.24050632911392406
2,2,1,2014-12-31 21:00:00,20,0.24050632911392406
2,2,1,2014-12-31 22:00:00,15,0.17721518987341772
2,2,1,2014-12-31 23:00:00,21,0.25316455696202533
2,2,1,2015-01-01 00:00:00,26,0.31645569620253167
2,2,1,2015-01-01 01:00:00,26,0.31645569620253167
2,2,1,2015-01-01 02:00:00,20,0.24050632911392406
2,2,1,2015-01-01 03:00:00,10,0.11392405063291139
2,2,1,2015-01-01 04:00:00,7,0.0759493670886076
2,2,1,2015-01-01 05:00:00,1,0.0
2,2,1,2015-01-01 06:00:00,9,0.10126582278481013
2,2,1,2015-01-01 07:00:00,8,0.08860759493670886
2,2,1,2015-01-01 08:00:00,7,0.0759493670886076
2,2,1,2015-01-01 09:00:00,10,0.11392405063291139
2,2,1,2015-01-01 10:00:00,8,0.08860759493670886
2,2,1,2015-01-01 11:00:00,24,0.2911392405063291
2,2,1,2015-01-01 12:00:00,31,0.379746835443038
2,2,1,2015-01-01 13:00:00,25,0.3037974683544304
2,2,1,2015-01-01 14:00:00,56,0.6962025316455697
2,2,1,2015-01-01 15:00:00,38,0.46835443037974683
2,2,1,2015-01-01 16:00:00,41,0.5063291139240507
2,2,1,2015-01-01 17:00:00,42,0.5189873417721519
2,2,1,2015-01-01 18:00:00,80,1.0
2,2,1,2015-01-01 19:00:00,77,0.9620253164556962
2,2,1,2015-01-01 20:00:00,44,0.5443037974683544
2,2,1,2015-01-01 21:00:00,65,0.810126582278481
2,2,1,2015-01-01 22:00:00,46,0.569620253164557
2,2,1,2015-01-01 23:00:00,33,0.4050632911392405
2,2,1,2015-02-01 00:00:00,19,0.22784810126582278
2,2,1,2015-02-01 01:00:00,5,0.05063291139240506
2,2,1,2015-02-01 02:00:00,6,0.06329113924050633
2,3,1,2014-12-31 08:00:00,8,0.06451612903225806
2,3,1,2014-12-31 09:00:00,6,0.043010752688172046
2,3,1,2014-12-31 10:00:00,32,0.3225806451612903
2,3,1,2014-12-31 11:00:00,41,0.41935483870967744
2,3,1,2014-12-31 12:00:00,24,0.23655913978494625
2,3,1,2014-12-31 13:00:00,16,0.15053763440860216
2,3,1,2014-12-31 14:00:00,19,0.1827956989247312
2,3,1,2014-12-31 15:00:00,11,0.0967741935483871
2,3,1,2014-12-31 16:00:00,17,0.16129032258064516
2,3,1,2014-12-31 17:00:00,10,0.08602150537634409
2,3,1,2014-12-31 18:00:00,20,0.1935483870967742
2,3,1,2014-12-31 19:00:00,8,0.06451612903225806
2,3,1,2014-12-31 20:00:00,9,0.07526881720430108
2,3,1,2014-12-31 21:00:00,10,0.08602150537634409
2,3,1,2014-12-31 22:00:00,11,0.0967741935483871
2,3,1,2014-12-31 23:00:00,6,0.043010752688172046
2,3,1,2015-01-01 00:00:00,49,0.5053763440860215
2,3,1,2015-01-01 01:00:00,20,0.1935483870967742
2,3,1,2015-01-01 02:00:00,16,0.15053763440860216
2,3,1,2015-01-01 03:00:00,6,0.043010752688172046
2,3,1,2015-01-01 04:00:00,8,0.06451612903225806
2,3,1,2015-01-01 05:00:00,3,0.010752688172043012
2,3,1,2015-01-01 06:00:00,2,0.0
2,3,1,2015-01-01 08:00:00,2,0.0
2,3,1,2015-01-01 09:00:00,3,0.010752688172043012
2,3,1,2015-01-01 10:00:00,9,0.07526881720430108
2,3,1,2015-01-01 11:00:00,24,0.23655913978494625
2,3,1,2015-01-01 12:00:00,32,0.3225806451612903
2,3,1,2015-01-01 13:00:00,17,0.16129032258064516
2,3,1,2015-01-01 14:00:00,16,0.15053763440860216
2,3,1,2015-01-01 15:00:00,36,0.3655913978494624
2,3,1,2015-01-01 16:00:00,50,0.5161290322580645
2,3,1,2015-01-01 17:00:00,17,0.16129032258064516
2,3,1,2015-01-01 18:00:00,95,1.0
2,3,1,2015-01-01 19:00:00,49,0.5053763440860215
2,3,1,2015-01-01 20:00:00,46,0.4731182795698925
2,3,1,2015-01-01 21:00:00,60,0.6236559139784946
2,3,1,2015-01-01 22:00:00,53,0.5483870967741935
2,3,1,2015-01-01 23:00:00,49,0.5053763440860215
2,3,1,2015-02-01 00:00:00,36,0.3655913978494624
2,3,1,2015-02-01 01:00:00,15,0.13978494623655913
2,3,1,2015-02-01 02:00:00,8,0.06451612903225806
2,3,1,2015-02-01 03:00:00,3,0.010752688172043012
2,4,1,2014-12-31 04:00:00,16,0.112
2,4,1,2014-12-31 05:00:00,2,0.0
2,4,1,2014-12-31 06:00:00,5,0.024
2,4,1,2014-12-31 07:00:00,6,0.032
2,4,1,2014-12-31 08:00:00,3,0.008
2,4,1,2014-12-31 09:00:00,30,0.224
2,4,1,2014-12-31 10:00:00,30,0.224
2,4,1,2014-12-31 11:00:00,56,0.432
2,4,1,2014-12-31 12:00:00,31,0.232
2,4,1,2014-12-31 13:00:00,33,0.248
2,4,1,2014-12-31 14:00:00,16,0.112
2,4,1,2014-12-31 15:00:00,34,0.256
2,4,1,2014-12-31 16:00:00,60,0.464
2,4,1,2014-12-31 17:00:00,31,0.232
2,4,1,2014-12-31 18:00:00,35,0.264
2,4,1,2014-12-31 19:00:00,35,0.264
2,4,1,2014-12-31 20:00:00,53,0.408
2,4,1,2014-12-31 21:00:00,54,0.416
2,4,1,2014-12-31 22:00:00,39,0.296
2,4,1,2014-12-31 23:00:00,28,0.208
