Space,Row,One,datetime_to_nearest_hour,id,norm_count
2,4,1,2015-01-01 00:00:00,67,0.52
2,4,1,2015-01-01 01:00:00,23,0.168
2,4,1,2015-01-01 02:00:00,26,0.192
2,4,1,2015-01-01 03:00:00,10,0.064
2,4,1,2015-01-01 04:00:00,22,0.16
2,4,1,2015-01-01 05:00:00,4,0.016
2,4,1,2015-01-01 06:00:00,10,0.064
2,4,1,2015-01-01 07:00:00,5,0.024
2,4,1,2015-01-01 08:00:00,22,0.16
2,4,1,2015-01-01 09:00:00,13,0.088
2,4,1,2015-01-01 10:00:00,10,0.064
2,4,1,2015-01-01 11:00:00,33,0.248
2,4,1,2015-01-01 12:00:00,39,0.296
2,4,1,2015-01-01 13:00:00,58,0.448
2,4,1,2015-01-01 14:00:00,60,0.464
2,4,1,2015-01-01 15:00:00,86,0.672
2,4,1,2015-01-01 16:00:00,127,1.0
2,4,1,2015-01-01 17:00:00,70,0.544
2,4,1,2015-01-01 18:00:00,84,0.656
2,4,1,2015-01-01 19:00:00,91,0.712
2,4,1,2015-01-01 20:00:00,40,0.304
2,4,1,2015-01-01 21:00:00,81,0.632
2,4,1,2015-01-01 22:00:00,42,0.32
2,4,1,2015-01-01 23:00:00,68,0.528
2,4,1,2015-02-01 00:00:00,84,0.656
2,4,1,2015-02-01 01:00:00,55,0.424
2,4,1,2015-02-01 02:00:00,15,0.104
2,4,1,2015-02-01 03:00:00,7,0.04
2,5,1,2014-12-31 04:00:00,2,0.0
2,5,1,2014-12-31 05:00:00,4,0.03508771929824561
2,5,1,2014-12-31 06:00:00,2,0.0
2,5,1,2014-12-31 07:00:00,2,0.0
2,5,1,2014-12-31 08:00:00,9,0.12280701754385964
2,5,1,2014-12-31 09:00:00,6,0.07017543859649122
2,5,1,2014-12-31 10:00:00,37,0.6140350877192983
2,5,1,2014-12-31 11:00:00,17,0.2631578947368421
2,5,1,2014-12-31 12:00:00,10,0.14035087719298245
2,5,1,2014-12-31 13:00:00,20,0.3157894736842105
2,5,1,2014-12-31 14:00:00,20,0.3157894736842105
2,5,1,2014-12-31 15:00:00,26,0.42105263157894735
2,5,1,2014-12-31 16:00:00,18,0.2807017543859649
2,5,1,2014-12-31 17:00:00,38,0.631578947368421
2,5,1,2014-12-31 18:00:00,19,0.2982456140350877
2,5,1,2014-12-31 19:00:00,17,0.2631578947368421
2,5,1,2014-12-31 20:00:00,24,0.38596491228070173
2,5,1,2014-12-31 21:00:00,18,0.2807017543859649
2,5,1,2014-12-31 22:00:00,24,0.38596491228070173
2,5,1,2014-12-31 23:00:00,34,0.5614035087719298
2,5,1,2015-01-01 00:00:00,47,0.7894736842105263
2,5,1,2015-01-01 01:00:00,13,0.19298245614035087
2,5,1,2015-01-01 02:00:00,15,0.22807017543859648
2,5,1,2015-01-01 03:00:00,7,0.08771929824561403
2,5,1,2015-01-01 04:00:00,10,0.14035087719298245
2,5,1,2015-01-01 06:00:00,2,0.0
2,5,1,2015-01-01 08:00:00,2,0.0
2,5,1,2015-01-01 09:00:00,6,0.07017543859649122
2,5,1,2015-01-01 10:00:00,9,0.12280701754385964
2,5,1,2015-01-01 11:00:00,14,0.21052631578947367
2,5,1,2015-01-01 12:00:00,37,0.6140350877192983
2,5,1,2015-01-01 13:00:00,34,0.5614035087719298
2,5,1,2015-01-01 14:00:00,59,1.0
2,5,1,2015-01-01 15:00:00,36,0.5964912280701754
2,5,1,2015-01-01 16:00:00,33,0.543859649122807
2,5,1,2015-01-01 17:00:00,31,0.5087719298245614
2,5,1,2015-01-01 18:00:00,35,0.5789473684210527
2,5,1,2015-01-01 19:00:00,52,0.8771929824561403
2,5,1,2015-01-01 20:00:00,37,0.6140350877192983
2,5,1,2015-01-01 21:00:00,49,0.8245614035087719
2,5,1,2015-01-01 22:00:00,41,0.6842105263157895
2,5,1,2015-01-01 23:00:00,32,0.5263157894736842
2,5,1,2015-02-01 00:00:00,34,0.5614035087719298
2,5,1,2015-02-01 01:00:00,10,0.14035087719298245
2,5,1,2015-02-01 02:00:00,22,0.3508771929824561
2,5,1,2015-02-01 03:00:00,5,0.05263157894736842
2,6,1,2014-12-31 04:00:00,6,0.10204081632653061
2,6,1,2014-12-31 05:00:00,5,0.08163265306122448
2,6,1,2014-12-31 06:00:00,3,0.04081632653061224
2,6,1,2014-12-31 07:00:00,5,0.08163265306122448
2,6,1,2014-12-31 08:00:00,13,0.24489795918367346
2,6,1,2014-12-31 09:00:00,21,0.40816326530612246
2,6,1,2014-12-31 10:00:00,21,0.40816326530612246
2,6,1,2014-12-31 11:00:00,24,0.46938775510204084
2,6,1,2014-12-31 12:00:00,27,0.5306122448979592
2,6,1,2014-12-31 13:00:00,22,0.42857142857142855
2,6,1,2014-12-31 14:00:00,13,0.24489795918367346
2,6,1,2014-12-31 15:00:00,32,0.6326530612244898
2,6,1,2014-12-31 16:00:00,24,0.46938775510204084
2,6,1,2014-12-31 17:00:00,30,0.5918367346938775
2,6,1,2014-12-31 18:00:00,17,0.32653061224489793
2,6,1,2014-12-31 19:00:00,31,0.6122448979591837
2,6,1,2014-12-31 20:00:00,18,0.3469387755102041
2,6,1,2014-12-31 21:00:00,28,0.5510204081632653
2,6,1,2014-12-31 22:00:00,27,0.5306122448979592
2,6,1,2014-12-31 23:00:00,34,0.673469387755102
2,6,1,2015-01-01 00:00:00,50,1.0
2,6,1,2015-01-01 01:00:00,23,0.4489795918367347
2,6,1,2015-01-01 02:00:00,14,0.2653061224489796
2,6,1,2015-01-01 03:00:00,8,0.14285714285714285
2,6,1,2015-01-01 04:00:00,4,0.061224489795918366
2,6,1,2015-01-01 05:00:00,3,0.04081632653061224
2,6,1,2015-01-01 06:00:00,1,0.0
2,6,1,2015-01-01 07:00:00,7,0.12244897959183673
2,6,1,2015-01-01 08:00:00,4,0.061224489795918366
2,6,1,2015-01-01 09:00:00,4,0.061224489795918366
2,6,1,2015-01-01 10:00:00,9,0.16326530612244897
2,6,1,2015-01-01 11:00:00,22,0.42857142857142855
2,6,1,2015-01-01 12:00:00,14,0.2653061224489796
2,6,1,2015-01-01 13:00:00,25,0.4897959183673469
2,6,1,2015-01-01 14:00:00,24,0.46938775510204084
2,6,1,2015-01-01 15:00:00,19,0.3673469387755102
2,6,1,2015-01-01 16:00:00,47,0.9387755102040817
2,6,1,2015-01-01 17:00:00,19,0.3673469387755102
2,6,1,2015-01-01 18:00:00,24,0.46938775510204084
2,6,1,2015-01-01 19:00:00,37,0.7346938775510204
2,6,1,2015-01-01 20:00:00,16,0.30612244897959184
2,6,1,2015-01-01 21:00:00,15,0.2857142857142857
2,6,1,2015-01-01 22:00:00,14,0.2653061224489796
2,6,1,2015-01-01 23:00:00,41,0.8163265306122449
2,6,1,2015-02-01 00:00:00,14,0.2653061224489796
2,6,1,2015-02-01 01:00:00,6,0.10204081632653061
2,6,1,2015-02-01 02:00:00,5,0.08163265306122448
2,6,1,2015-02-01 03:00:00,9,0.16326530612244897
2,7,1,2014-12-31 04:00:00,11,0.11688311688311688
2,7,1,2014-12-31 05:00:00,7,0.06493506493506493
2,7,1,2014-12-31 06:00:00,4,0.025974025974025976
2,7,1,2014-12-31 07:00:00,5,0.03896103896103896
2,7,1,2014-12-31 08:00:00,11,0.11688311688311688
2,7,1,2014-12-31 09:00:00,38,0.4675324675324675
2,7,1,2014-12-31 10:00:00,36,0.44155844155844154
2,7,1,2014-12-31 11:00:00,27,0.3246753246753247
2,7,1,2014-12-31 12:00:00,34,0.4155844155844156
2,7,1,2014-12-31 13:00:00,30,0.36363636363636365
2,7,1,2014-12-31 14:00:00,29,0.35064935064935066
2,7,1,2014-12-31 15:00:00,34,0.4155844155844156
2,7,1,2014-12-31 16:00:00,31,0.37662337662337664
2,7,1,2014-12-31 17:00:00,45,0.5584415584415584
2,7,1,2014-12-31 18:00:00,46,0.5714285714285714
2,7,1,2014-12-31 19:00:00,36,0.44155844155844154
2,7,1,2014-12-31 20:00:00,44,0.5454545454545454
2,7,1,2014-12-31 21:00:00,23,0.2727272727272727
2,7,1,2014-12-31 22:00:00,29,0.35064935064935066
2,7,1,2014-12-31 23:00:00,32,0.38961038961038963
2,7,1,2015-01-01 00:00:00,53,0.6623376623376623
2,7,1,2015-01-01 01:00:00,29,0.35064935064935066
2,7,1,2015-01-01 02:00:00,19,0.22077922077922077
2,7,1,2015-01-01 03:00:00,22,0.2597402597402597
2,7,1,2015-01-01 04:00:00,12,0.12987012987012986
2,7,1,2015-01-01 05:00:00,5,0.03896103896103896
2,7,1,2015-01-01 06:00:00,6,0.05194805194805195
2,7,1,2015-01-01 07:00:00,2,0.0
2,7,1,2015-01-01 08:00:00,7,0.06493506493506493
2,7,1,2015-01-01 09:00:00,7,0.06493506493506493
2,7,1,2015-01-01 10:00:00,18,0.2077922077922078
2,7,1,2015-01-01 11:00:00,20,0.23376623376623376
2,7,1,2015-01-01 12:00:00,47,0.5844155844155844
2,7,1,2015-01-01 13:00:00,45,0.5584415584415584
2,7,1,2015-01-01 14:00:00,42,0.5194805194805194
2,7,1,2015-01-01 15:00:00,39,0.4805194805194805
2,7,1,2015-01-01 16:00:00,41,0.5064935064935064
2,7,1,2015-01-01 17:00:00,33,0.4025974025974026
2,7,1,2015-01-01 18:00:00,61,0.7662337662337663
2,7,1,2015-01-01 19:00:00,79,1.0
2,7,1,2015-01-01 20:00:00,26,0.3116883116883117
2,7,1,2015-01-01 21:00:00,35,0.42857142857142855
2,7,1,2015-01-01 22:00:00,56,0.7012987012987013
2,7,1,2015-01-01 23:00:00,53,0.6623376623376623
2,7,1,2015-02-01 00:00:00,37,0.45454545454545453
2,7,1,2015-02-01 01:00:00,21,0.24675324675324675
2,7,1,2015-02-01 02:00:00,12,0.12987012987012986
2,7,1,2015-02-01 03:00:00,5,0.03896103896103896
2,8,1,2014-12-31 04:00:00,3,0.046511627906976744
2,8,1,2014-12-31 05:00:00,1,0.0
2,8,1,2014-12-31 07:00:00,4,0.06976744186046512
2,8,1,2014-12-31 08:00:00,9,0.18604651162790697
2,8,1,2014-12-31 09:00:00,18,0.3953488372093023
2,8,1,2014-12-31 10:00:00,22,0.4883720930232558
2,8,1,2014-12-31 11:00:00,15,0.32558139534883723
2,8,1,2014-12-31 12:00:00,20,0.4418604651162791
2,8,1,2014-12-31 13:00:00,11,0.23255813953488372
2,8,1,2014-12-31 14:00:00,18,0.3953488372093023
2,8,1,2014-12-31 15:00:00,19,0.4186046511627907
2,8,1,2014-12-31 16:00:00,25,0.5581395348837209
2,8,1,2014-12-31 17:00:00,23,0.5116279069767442
2,8,1,2014-12-31 18:00:00,11,0.23255813953488372
2,8,1,2014-12-31 19:00:00,25,0.5581395348837209
2,8,1,2014-12-31 20:00:00,16,0.3488372093023256
2,8,1,2014-12-31 21:00:00,10,0.20930232558139536
2,8,1,2014-12-31 22:00:00,10,0.20930232558139536
2,8,1,2014-12-31 23:00:00,13,0.27906976744186046
2,8,1,2015-01-01 00:00:00,29,0.6511627906976745
2,8,1,2015-01-01 01:00:00,9,0.18604651162790697
2,8,1,2015-01-01 02:00:00,15,0.32558139534883723
2,8,1,2015-01-01 03:00:00,2,0.023255813953488372
2,8,1,2015-01-01 04:00:00,4,0.06976744186046512
2,8,1,2015-01-01 05:00:00,1,0.0
2,8,1,2015-01-01 06:00:00,3,0.046511627906976744
2,8,1,2015-01-01 07:00:00,6,0.11627906976744186
2,8,1,2015-01-01 08:00:00,24,0.5348837209302325
2,8,1,2015-01-01 09:00:00,6,0.11627906976744186
2,8,1,2015-01-01 10:00:00,12,0.2558139534883721
2,8,1,2015-01-01 11:00:00,26,0.5813953488372093
2,8,1,2015-01-01 12:00:00,15,0.32558139534883723
2,8,1,2015-01-01 13:00:00,23,0.5116279069767442
2,8,1,2015-01-01 14:00:00,11,0.23255813953488372
2,8,1,2015-01-01 15:00:00,17,0.37209302325581395
2,8,1,2015-01-01 16:00:00,20,0.4418604651162791
2,8,1,2015-01-01 17:00:00,14,0.3023255813953488
2,8,1,2015-01-01 18:00:00,34,0.7674418604651163
2,8,1,2015-01-01 19:00:00,22,0.4883720930232558
2,8,1,2015-01-01 20:00:00,33,0.7441860465116279
2,8,1,2015-01-01 21:00:00,29,0.6511627906976745
2,8,1,2015-01-01 22:00:00,44,1.0
2,8,1,2015-01-01 23:00:00,21,0.46511627906976744
2,8,1,2015-02-01 00:00:00,17,0.37209302325581395
2,8,1,2015-02-01 01:00:00,4,0.06976744186046512
2,8,1,2015-02-01 02:00:00,2,0.023255813953488372
2,9,1,2014-12-31 04:00:00,2,0.05263157894736842
2,9,1,2014-12-31 07:00:00,1,0.0
2,9,1,2014-12-31 08:00:00,1,0.0
2,9,1,2014-12-31 09:00:00,2,0.05263157894736842
2,9,1,2014-12-31 10:00:00,8,0.3684210526315789
2,9,1,2014-12-31 11:00:00,13,0.631578947368421
2,9,1,2014-12-31 12:00:00,3,0.10526315789473684
2,9,1,2014-12-31 13:00:00,5,0.21052631578947367
2,9,1,2014-12-31 14:00:00,4,0.15789473684210525
2,9,1,2014-12-31 15:00:00,5,0.21052631578947367
2,9,1,2014-12-31 16:00:00,7,0.3157894736842105
2,9,1,2014-12-31 17:00:00,6,0.2631578947368421
2,9,1,2014-12-31 18:00:00,9,0.42105263157894735
2,9,1,2014-12-31 19:00:00,8,0.3684210526315789
2,9,1,2014-12-31 20:00:00,7,0.3157894736842105
2,9,1,2014-12-31 21:00:00,3,0.10526315789473684
2,9,1,2014-12-31 22:00:00,1,0.0
2,9,1,2014-12-31 23:00:00,5,0.21052631578947367
2,9,1,2015-01-01 00:00:00,6,0.2631578947368421
2,9,1,2015-01-01 01:00:00,1,0.0
2,9,1,2015-01-01 02:00:00,1,0.0
2,9,1,2015-01-01 03:00:00,4,0.15789473684210525
2,9,1,2015-01-01 04:00:00,4,0.15789473684210525
2,9,1,2015-01-01 05:00:00,1,0.0
2,9,1,2015-01-01 10:00:00,8,0.3684210526315789
2,9,1,2015-01-01 11:00:00,15,0.7368421052631579
2,9,1,2015-01-01 12:00:00,8,0.3684210526315789
2,9,1,2015-01-01 13:00:00,14,0.6842105263157895
2,9,1,2015-01-01 14:00:00,5,0.21052631578947367
2,9,1,2015-01-01 15:00:00,5,0.21052631578947367
2,9,1,2015-01-01 16:00:00,5,0.21052631578947367
2,9,1,2015-01-01 17:00:00,13,0.631578947368421
2,9,1,2015-01-01 18:00:00,17,0.8421052631578947
2,9,1,2015-01-01 19:00:00,13,0.631578947368421
2,9,1,2015-01-01 20:00:00,8,0.3684210526315789
2,9,1,2015-01-01 21:00:00,10,0.47368421052631576
2,9,1,2015-01-01 22:00:00,20,1.0
2,9,1,2015-01-01 23:00:00,12,0.5789473684210527
2,9,1,2015-02-01 00:00:00,4,0.15789473684210525
2,9,1,2015-02-01 01:00:00,1,0.0
2,9,1,2015-02-01 02:00:00,1,0.0
2,9,1,2015-02-01 03:00:00,2,0.05263157894736842
2,10,1,2014-12-31 09:00:00,4,0.1875
2,10,1,2014-12-31 10:00:00,6,0.3125
2,10,1,2014-12-31 11:00:00,6,0.3125
2,10,1,2014-12-31 12:00:00,4,0.1875
2,10,1,2014-12-31 13:00:00,10,0.5625
2,10,1,2014-12-31 14:00:00,7,0.375
2,10,1,2014-12-31 15:00:00,4,0.1875
2,10,1,2014-12-31 16:00:00,5,0.25
2,10,1,2014-12-31 17:00:00,4,0.1875
2,10,1,2014-12-31 18:00:00,7,0.375
2,10,1,2014-12-31 19:00:00,6,0.3125
2,10,1,2014-12-31 20:00:00,9,0.5
2,10,1,2014-12-31 21:00:00,3,0.125
2,10,1,2014-12-31 22:00:00,1,0.0
2,10,1,2014-12-31 23:00:00,5,0.25
2,10,1,2015-01-01 00:00:00,4,0.1875
2,10,1,2015-01-01 01:00:00,1,0.0
2,10,1,2015-01-01 02:00:00,3,0.125
2,10,1,2015-01-01 03:00:00,2,0.0625
2,10,1,2015-01-01 04:00:00,1,0.0
2,10,1,2015-01-01 08:00:00,1,0.0
2,10,1,2015-01-01 09:00:00,2,0.0625
2,10,1,2015-01-01 10:00:00,7,0.375
2,10,1,2015-01-01 11:00:00,5,0.25
2,10,1,2015-01-01 12:00:00,9,0.5
2,10,1,2015-01-01 13:00:00,12,0.6875
2,10,1,2015-01-01 14:00:00,10,0.5625
2,10,1,2015-01-01 15:00:00,14,0.8125
2,10,1,2015-01-01 16:00:00,9,0.5
2,10,1,2015-01-01 17:00:00,16,0.9375
2,10,1,2015-01-01 18:00:00,10,0.5625
2,10,1,2015-01-01 19:00:00,1,0.0
2,10,1,2015-01-01 20:00:00,4,0.1875
2,10,1,2015-01-01 21:00:00,17,1.0
2,10,1,2015-01-01 22:00:00,5,0.25
2,10,1,2015-01-01 23:00:00,7,0.375
2,10,1,2015-02-01 00:00:00,1,0.0
2,10,1,2015-02-01 01:00:00,1,0.0
3,2,1,2014-12-31 06:00:00,4,0.07894736842105263
3,2,1,2014-12-31 07:00:00,8,0.18421052631578946
3,2,1,2014-12-31 08:00:00,5,0.10526315789473684
3,2,1,2014-12-31 09:00:00,6,0.13157894736842105
3,2,1,2014-12-31 10:00:00,7,0.15789473684210525
3,2,1,2014-12-31 11:00:00,3,0.05263157894736842
3,2,1,2014-12-31 12:00:00,6,0.13157894736842105
3,2,1,2014-12-31 13:00:00,6,0.13157894736842105
3,2,1,2014-12-31 14:00:00,10,0.23684210526315788
3,2,1,2014-12-31 15:00:00,5,0.10526315789473684
3,2,1,2014-12-31 16:00:00,7,0.15789473684210525
3,2,1,2014-12-31 17:00:00,6,0.13157894736842105
3,2,1,2014-12-31 18:00:00,3,0.05263157894736842
3,2,1,2014-12-31 19:00:00,1,0.0
3,2,1,2014-12-31 20:00:00,4,0.07894736842105263
3,2,1,2014-12-31 21:00:00,10,0.23684210526315788
3,2,1,2014-12-31 22:00:00,2,0.02631578947368421
3,2,1,2014-12-31 23:00:00,6,0.13157894736842105
3,2,1,2015-01-01 00:00:00,18,0.4473684210526316
3,2,1,2015-01-01 01:00:00,6,0.13157894736842105
3,2,1,2015-01-01 02:00:00,5,0.10526315789473684
3,2,1,2015-01-01 03:00:00,9,0.21052631578947367
3,2,1,2015-01-01 04:00:00,1,0.0
3,2,1,2015-01-01 06:00:00,1,0.0
3,2,1,2015-01-01 07:00:00,2,0.02631578947368421
3,2,1,2015-01-01 08:00:00,4,0.07894736842105263
3,2,1,2015-01-01 10:00:00,7,0.15789473684210525
3,2,1,2015-01-01 11:00:00,15,0.3684210526315789
3,2,1,2015-01-01 12:00:00,17,0.42105263157894735
3,2,1,2015-01-01 13:00:00,5,0.10526315789473684
3,2,1,2015-01-01 14:00:00,7,0.15789473684210525
3,2,1,2015-01-01 15:00:00,2,0.02631578947368421
3,2,1,2015-01-01 16:00:00,15,0.3684210526315789
3,2,1,2015-01-01 17:00:00,14,0.34210526315789475
3,2,1,2015-01-01 18:00:00,35,0.8947368421052632
3,2,1,2015-01-01 19:00:00,30,0.7631578947368421
3,2,1,2015-01-01 20:00:00,30,0.7631578947368421
3,2,1,2015-01-01 21:00:00,12,0.2894736842105263
3,2,1,2015-01-01 22:00:00,39,1.0
3,2,1,2015-01-01 23:00:00,25,0.631578947368421
3,2,1,2015-02-01 00:00:00,6,0.13157894736842105
3,2,1,2015-02-01 01:00:00,3,0.05263157894736842
3,2,1,2015-02-01 02:00:00,7,0.15789473684210525
3,2,1,2015-02-01 03:00:00,3,0.05263157894736842
3,3,1,2014-12-31 04:00:00,1,0.0
3,3,1,2014-12-31 05:00:00,4,0.06
3,3,1,2014-12-31 07:00:00,4,0.06
3,3,1,2014-12-31 08:00:00,10,0.18
3,3,1,2014-12-31 09:00:00,6,0.1
3,3,1,2014-12-31 10:00:00,18,0.34
3,3,1,2014-12-31 11:00:00,7,0.12
3,3,1,2014-12-31 12:00:00,15,0.28
3,3,1,2014-12-31 13:00:00,34,0.66
3,3,1,2014-12-31 14:00:00,14,0.26
3,3,1,2014-12-31 15:00:00,7,0.12
3,3,1,2014-12-31 16:00:00,16,0.3
3,3,1,2014-12-31 17:00:00,21,0.4
3,3,1,2014-12-31 18:00:00,28,0.54
3,3,1,2014-12-31 19:00:00,30,0.58
3,3,1,2014-12-31 20:00:00,11,0.2
3,3,1,2014-12-31 21:00:00,4,0.06
3,3,1,2014-12-31 22:00:00,5,0.08
3,3,1,2014-12-31 23:00:00,7,0.12
3,3,1,2015-01-01 00:00:00,46,0.9
3,3,1,2015-01-01 01:00:00,6,0.1
3,3,1,2015-01-01 02:00:00,16,0.3
3,3,1,2015-01-01 03:00:00,5,0.08
3,3,1,2015-01-01 04:00:00,3,0.04
3,3,1,2015-01-01 05:00:00,1,0.0
3,3,1,2015-01-01 06:00:00,3,0.04
3,3,1,2015-01-01 07:00:00,3,0.04
3,3,1,2015-01-01 08:00:00,12,0.22
3,3,1,2015-01-01 09:00:00,6,0.1
3,3,1,2015-01-01 10:00:00,12,0.22
3,3,1,2015-01-01 11:00:00,19,0.36
3,3,1,2015-01-01 12:00:00,20,0.38
3,3,1,2015-01-01 13:00:00,17,0.32
3,3,1,2015-01-01 14:00:00,24,0.46
3,3,1,2015-01-01 15:00:00,22,0.42
3,3,1,2015-01-01 16:00:00,24,0.46
3,3,1,2015-01-01 17:00:00,22,0.42
3,3,1,2015-01-01 18:00:00,47,0.92
3,3,1,2015-01-01 19:00:00,50,0.98
3,3,1,2015-01-01 20:00:00,41,0.8
3,3,1,2015-01-01 21:00:00,51,1.0
3,3,1,2015-01-01 22:00:00,32,0.62
3,3,1,2015-01-01 23:00:00,24,0.46
3,3,1,2015-02-01 00:00:00,19,0.36
3,3,1,2015-02-01 01:00:00,2,0.02
3,3,1,2015-02-01 02:00:00,2,0.02
3,3,1,2015-02-01 03:00:00,13,0.24
3,4,1,2014-12-31 04:00:00,4,0.0
3,4,1,2014-12-31 07:00:00,5,0.009615384615384616
3,4,1,2014-12-31 08:00:00,19,0.14423076923076922
3,4,1,2014-12-31 09:00:00,12,0.07692307692307693
3,4,1,2014-12-31 10:00:00,22,0.17307692307692307
3,4,1,2014-12-31 11:00:00,33,0.27884615384615385
3,4,1,2014-12-31 12:00:00,48,0.4230769230769231
3,4,1,2014-12-31 13:00:00,38,0.3269230769230769
3,4,1,2014-12-31 14:00:00,35,0.2980769230769231
3,4,1,2014-12-31 15:00:00,44,0.38461538461538464
3,4,1,2014-12-31 16:00:00,48,0.4230769230769231
3,4,1,2014-12-31 17:00:00,63,0.5673076923076923
3,4,1,2014-12-31 18:00:00,56,0.5
3,4,1,2014-12-31 19:00:00,33,0.27884615384615385
3,4,1,2014-12-31 20:00:00,41,0.3557692307692308
3,4,1,2014-12-31 21:00:00,30,0.25
3,4,1,2014-12-31 22:00:00,40,0.34615384615384615
3,4,1,2014-12-31 23:00:00,51,0.4519230769230769
3,4,1,2015-01-01 00:00:00,97,0.8942307692307693
3,4,1,2015-01-01 01:00:00,26,0.21153846153846154
3,4,1,2015-01-01 02:00:00,41,0.3557692307692308
3,4,1,2015-01-01 03:00:00,32,0.2692307692307692
3,4,1,2015-01-01 04:00:00,15,0.10576923076923077
3,4,1,2015-01-01 05:00:00,18,0.1346153846153846
3,4,1,2015-01-01 06:00:00,11,0.0673076923076923
3,4,1,2015-01-01 07:00:00,7,0.028846153846153848
3,4,1,2015-01-01 08:00:00,4,0.0
3,4,1,2015-01-01 09:00:00,14,0.09615384615384616
3,4,1,2015-01-01 10:00:00,29,0.2403846153846154
3,4,1,2015-01-01 11:00:00,32,0.2692307692307692
3,4,1,2015-01-01 12:00:00,47,0.41346153846153844
3,4,1,2015-01-01 13:00:00,73,0.6634615384615384
3,4,1,2015-01-01 14:00:00,71,0.6442307692307693
3,4,1,2015-01-01 15:00:00,77,0.7019230769230769
3,4,1,2015-01-01 16:00:00,87,0.7980769230769231
3,4,1,2015-01-01 17:00:00,47,0.41346153846153844
3,4,1,2015-01-01 18:00:00,108,1.0
3,4,1,2015-01-01 19:00:00,59,0.5288461538461539
3,4,1,2015-01-01 20:00:00,46,0.40384615384615385
3,4,1,2015-01-01 21:00:00,57,0.5096153846153846
3,4,1,2015-01-01 22:00:00,53,0.47115384615384615
3,4,1,2015-01-01 23:00:00,73,0.6634615384615384
3,4,1,2015-02-01 00:00:00,44,0.38461538461538464
3,4,1,2015-02-01 01:00:00,26,0.21153846153846154
3,4,1,2015-02-01 02:00:00,34,0.28846153846153844
3,4,1,2015-02-01 03:00:00,13,0.08653846153846154
3,5,1,2014-12-31 04:00:00,17,0.109375
3,5,1,2014-12-31 05:00:00,4,0.0078125
3,5,1,2014-12-31 06:00:00,6,0.0234375
3,5,1,2014-12-31 07:00:00,11,0.0625
3,5,1,2014-12-31 08:00:00,12,0.0703125
3,5,1,2014-12-31 09:00:00,21,0.140625
3,5,1,2014-12-31 10:00:00,20,0.1328125
3,5,1,2014-12-31 11:00:00,22,0.1484375
3,5,1,2014-12-31 12:00:00,39,0.28125
3,5,1,2014-12-31 13:00:00,36,0.2578125
3,5,1,2014-12-31 14:00:00,46,0.3359375
3,5,1,2014-12-31 15:00:00,33,0.234375
3,5,1,2014-12-31 16:00:00,51,0.375
3,5,1,2014-12-31 17:00:00,35,0.25
3,5,1,2014-12-31 18:00:00,131,1.0
3,5,1,2014-12-31 19:00:00,60,0.4453125
3,5,1,2014-12-31 20:00:00,46,0.3359375
3,5,1,2014-12-31 21:00:00,52,0.3828125
3,5,1,2014-12-31 22:00:00,32,0.2265625
3,5,1,2014-12-31 23:00:00,68,0.5078125
3,5,1,2015-01-01 00:00:00,121,0.921875
3,5,1,2015-01-01 01:00:00,40,0.2890625
3,5,1,2015-01-01 02:00:00,48,0.3515625
3,5,1,2015-01-01 03:00:00,32,0.2265625
3,5,1,2015-01-01 04:00:00,4,0.0078125
3,5,1,2015-01-01 05:00:00,3,0.0
3,5,1,2015-01-01 06:00:00,4,0.0078125
3,5,1,2015-01-01 07:00:00,6,0.0234375
3,5,1,2015-01-01 08:00:00,3,0.0
3,5,1,2015-01-01 09:00:00,40,0.2890625
3,5,1,2015-01-01 10:00:00,48,0.3515625
3,5,1,2015-01-01 11:00:00,33,0.234375
3,5,1,2015-01-01 12:00:00,28,0.1953125
3,5,1,2015-01-01 13:00:00,46,0.3359375
3,5,1,2015-01-01 14:00:00,33,0.234375
3,5,1,2015-01-01 15:00:00,28,0.1953125
3,5,1,2015-01-01 16:00:00,70,0.5234375
3,5,1,2015-01-01 17:00:00,43,0.3125
3,5,1,2015-01-01 18:00:00,46,0.3359375
3,5,1,2015-01-01 19:00:00,57,0.421875
3,5,1,2015-01-01 20:00:00,51,0.375
3,5,1,2015-01-01 21:00:00,67,0.5
3,5,1,2015-01-01 22:00:00,47,0.34375
3,5,1,2015-01-01 23:00:00,44,0.3203125
3,5,1,2015-02-01 00:00:00,38,0.2734375
3,5,1,2015-02-01 01:00:00,40,0.2890625
3,5,1,2015-02-01 02:00:00,32,0.2265625
3,5,1,2015-02-01 03:00:00,9,0.046875
3,6,1,2014-12-31 04:00:00,29,0.19718309859154928
3,6,1,2014-12-31 05:00:00,5,0.028169014084507043
3,6,1,2014-12-31 06:00:00,8,0.04929577464788732
3,6,1,2014-12-31 07:00:00,15,0.09859154929577464
3,6,1,2014-12-31 08:00:00,15,0.09859154929577464
3,6,1,2014-12-31 09:00:00,36,0.24647887323943662
3,6,1,2014-12-31 10:00:00,34,0.2323943661971831
3,6,1,2014-12-31 11:00:00,55,0.38028169014084506
3,6,1,2014-12-31 12:00:00,61,0.4225352112676056
3,6,1,2014-12-31 13:00:00,22,0.14788732394366197
3,6,1,2014-12-31 14:00:00,51,0.352112676056338
3,6,1,2014-12-31 15:00:00,50,0.34507042253521125
3,6,1,2014-12-31 16:00:00,47,0.323943661971831
3,6,1,2014-12-31 17:00:00,78,0.5422535211267606
